what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481119762772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119766483
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481119769346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119770148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119777186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119784161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119815195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481119819311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481119819374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119820365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119852268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119862489
error,log,,,"Internal Error",1481119866506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481119889374
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481119905620
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481119990551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120033030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120071772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120095837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1481120114249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120116253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120132813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1481120134820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120135257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120201968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481120205590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481120208835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481120208991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481120209241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481120209241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481120209497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481120209577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1481120217493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1481120217999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1481120218452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1481120218895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120219762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120233077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120241327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120266249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120267344
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481120273984
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481120275227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120276308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120279687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120279796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120281234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120315492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120325439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120325454
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1481120329888
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1481120335263
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481120341671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120369927
error,log,,,"Internal Error",1481120373031
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1481120373093
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1481120382835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481120384576
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1481120475456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120482534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120511355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120519832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120555918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120560130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120584752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120591630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120610260
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481120610463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481120610682
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1481120616991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120620558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120629647
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1481120629662
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481120631097
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481120634903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120635262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120637238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120689353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120693346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120693393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120711114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120719945
error,log,,,"Internal Error",1481120735182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120735510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120740948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120741073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120745025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120757550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120766497
error,log,,,"Internal Error",1481120768039
error,log,,,"Internal Error",1481120848612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120852300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120883167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120884746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120887832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120887925
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481120890118
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481120891342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120891762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120909081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481120913749
error,log,,,"Internal Error",1481120916114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120927496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481120927511
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1481120930285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121142787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121152585
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1481121154543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121158597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121171049
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481121171538
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481121171757
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481121182309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121183666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121185426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121216365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121226846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121239401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121243137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121243246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121244434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121268003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121309039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121321884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121325840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121325918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121327588
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481121328519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121329776
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1481121332524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121333563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121356059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121395261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121402593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1481121416124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121419085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481121419179
